age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33,7,2,5,2,no,no,2,5,5,21,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
41,6,2,6,2,yes,no,2,5,3,446,2,999,0,3,1.1,93.994,-36.4,4.858,5191,no
36,7,2,5,2,yes,no,2,5,5,170,4,999,0,3,1.1,93.994,-36.4,4.864,5191,no
44,4,2,5,2,yes,yes,1,11,4,96,1,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
57,10,2,1,2,yes,yes,2,4,2,1348,4,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,yes
40,2,2,2,3,no,no,2,5,2,85,2,999,0,3,1.1,93.994,-36.4,4.856,5191,no
42,2,2,3,3,no,no,2,5,5,148,9,999,0,3,1.1,93.994,-36.4,4.859,5191,no
41,5,1,5,2,yes,yes,2,5,3,23,17,999,0,3,1.1,93.994,-36.4,4.857,5191,no
41,4,2,5,2,yes,no,1,8,4,324,1,999,0,3,-1.7,94.027,-38.3,0.904,4991.6,yes
33,3,2,6,2,yes,yes,1,8,4,331,1,999,0,3,1.4,93.444,-36.1,4.962,5228.1,no
32,6,1,4,2,no,no,2,7,3,40,5,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
45,11,2,5,2,no,no,2,5,2,550,2,999,0,3,1.1,93.994,-36.4,4.856,5191,no
29,6,1,5,2,no,no,1,6,4,442,3,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,no
35,6,1,3,2,no,no,1,11,3,178,1,999,1,2,-0.1,93.2,-42,4.12,5195.8,no
35,1,2,5,2,yes,no,1,9,3,110,2,18,2,2,-1.1,94.199,-37.5,0.886,4963.6,no
86,10,2,8,3,yes,yes,1,9,2,211,1,7,4,1,-1.1,94.199,-37.5,0.877,4963.6,yes
45,1,2,5,2,no,no,1,8,5,27,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
34,6,2,6,2,no,yes,2,5,5,388,2,999,0,3,1.1,93.994,-36.4,4.855,5191,no
41,6,2,6,2,yes,no,1,11,1,545,2,999,0,3,-1.1,94.767,-50.8,1.039,4963.6,yes
50,2,2,1,2,yes,no,1,5,3,146,1,999,1,2,-1.8,92.893,-46.2,1.334,5099.1,no
28,7,1,3,2,yes,no,2,5,4,166,1,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
33,1,2,5,2,yes,no,2,5,4,139,2,999,0,3,1.1,93.994,-36.4,4.86,5191,no
42,6,2,5,3,yes,no,1,5,3,301,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
43,2,2,2,2,no,no,2,5,5,218,3,999,0,3,1.1,93.994,-36.4,4.859,5191,no
42,3,2,5,2,no,no,1,12,3,179,1,6,1,1,-3,92.713,-33,0.715,5023.5,yes
56,2,2,1,3,no,yes,1,8,4,360,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
29,9,1,5,2,yes,no,1,7,4,489,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
31,8,1,4,2,yes,no,1,7,3,125,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
31,1,1,4,2,yes,no,1,7,4,304,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
28,2,2,1,2,no,no,1,5,2,189,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,no
43,1,2,5,2,yes,yes,2,7,2,377,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
44,1,1,4,2,yes,no,1,5,3,728,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
43,1,2,4,2,yes,no,1,7,1,128,22,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
41,10,1,1,2,yes,no,1,10,5,278,1,999,0,3,-1.1,94.601,-49.5,0.942,4963.6,no
31,1,1,5,2,no,no,2,8,2,387,1,999,0,3,-2.9,92.201,-31.4,0.883,5076.2,no
59,1,2,5,2,yes,yes,2,5,4,29,9,999,0,3,1.1,93.994,-36.4,4.86,5191,no
32,8,1,5,3,yes,no,1,7,2,71,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
24,9,1,4,2,no,no,1,6,2,292,1,999,1,2,-1.7,94.055,-39.8,0.737,4991.6,no
31,2,1,3,2,no,no,2,6,3,767,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,yes
38,1,1,4,2,yes,yes,1,11,4,1476,4,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
37,7,3,5,2,yes,no,1,5,1,176,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,no
33,1,2,5,2,yes,no,2,7,5,52,4,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
27,1,1,5,2,yes,yes,1,7,1,150,4,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
34,3,2,4,2,no,no,2,5,4,285,1,999,0,3,1.1,93.994,-36.4,4.86,5191,no
46,5,2,2,3,yes,no,1,11,2,32,1,999,1,2,-0.1,93.2,-42,4.153,5195.8,no
30,1,2,4,2,no,no,1,7,3,227,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
31,11,1,1,2,no,no,1,11,5,12,8,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
56,7,2,5,2,no,yes,2,5,3,171,1,999,0,3,1.1,93.994,-36.4,4.858,5191,no
52,3,2,4,2,no,no,1,7,3,183,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
30,6,2,6,2,yes,no,2,7,4,501,2,999,0,3,1.4,93.918,-42.7,4.966,5228.1,no
34,2,2,2,2,no,no,2,6,5,381,3,999,0,3,1.4,94.465,-41.8,4.947,5228.1,no
31,1,2,4,2,no,no,1,10,4,142,1,999,0,3,-3.4,92.431,-26.9,0.722,5017.5,yes
33,1,2,5,2,yes,no,1,11,5,482,1,12,1,1,-1.1,94.767,-50.8,1.049,4963.6,yes
33,1,1,5,2,yes,yes,2,4,3,117,1,999,0,3,-1.8,93.075,-47.1,1.415,5099.1,no
30,6,1,5,2,yes,no,1,8,1,14,13,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
28,1,1,5,2,no,no,1,4,5,69,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
24,6,1,6,2,no,no,2,5,2,240,4,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
41,2,2,1,2,yes,yes,1,5,3,389,2,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
26,1,2,4,2,no,no,2,5,4,326,4,999,0,3,1.1,93.994,-36.4,4.86,5191,no
40,1,2,8,2,no,no,2,5,4,387,4,999,0,3,1.1,93.994,-36.4,4.86,5191,no
45,8,1,1,2,no,no,2,9,1,569,4,999,0,3,-3.4,92.379,-29.8,0.797,5017.5,yes
42,1,2,5,3,yes,no,2,6,4,160,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,no
41,6,2,4,2,no,no,1,8,1,697,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,yes
56,7,3,3,3,yes,no,2,5,4,313,2,999,0,3,1.1,93.994,-36.4,4.86,5191,no
25,6,1,4,2,yes,no,1,5,5,581,3,999,2,2,-1.8,93.876,-40,0.699,5008.7,no
25,2,1,4,3,yes,no,1,5,1,23,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
33,1,1,4,2,yes,no,1,5,2,659,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
34,6,2,3,2,no,no,1,5,1,103,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
36,6,1,4,2,yes,no,1,7,3,243,1,999,1,2,-2.9,92.469,-33.6,1.029,5076.2,no
75,10,2,5,2,yes,no,1,7,4,229,1,999,2,2,-1.7,94.215,-40.3,0.81,4991.6,yes
38,7,2,5,2,no,yes,1,11,5,79,1,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
28,9,1,8,2,yes,no,1,8,4,111,1,999,1,2,-2.9,92.201,-31.4,0.883,5076.2,no
56,10,2,1,3,yes,no,1,8,3,102,1,999,0,3,1.4,93.444,-36.1,4.967,5228.1,no
58,2,2,6,2,no,no,2,6,5,15,12,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
30,2,1,8,2,yes,yes,2,5,1,408,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
48,1,2,5,3,yes,no,1,8,2,286,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
30,1,2,4,2,yes,no,1,7,5,53,6,999,0,3,1.4,93.918,-42.7,4.959,5228.1,no
33,1,1,5,2,no,no,1,5,1,305,2,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,no
36,6,2,2,2,no,no,1,4,1,316,2,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
54,10,1,4,2,yes,no,1,7,4,577,3,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
29,2,1,4,2,yes,no,1,7,5,90,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
28,1,1,5,2,yes,yes,1,12,5,454,6,999,1,2,-3,92.713,-33,0.71,5023.5,no
59,10,3,6,2,no,no,1,5,3,69,1,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
45,2,2,3,3,yes,no,1,4,2,427,4,999,1,2,-1.8,93.075,-47.1,1.423,5099.1,no
32,6,1,5,2,yes,no,1,8,3,25,13,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
55,10,3,6,2,no,yes,2,5,3,217,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
29,1,1,5,2,no,no,1,8,4,139,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,no
31,6,2,6,2,no,no,2,5,3,257,2,999,0,3,1.1,93.994,-36.4,4.858,5191,no
34,6,2,4,2,yes,no,1,8,5,107,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
25,6,3,5,2,yes,no,2,6,1,214,2,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
35,2,2,3,2,yes,no,1,12,4,105,1,4,3,1,-3,92.713,-33,0.707,5023.5,no
49,6,2,3,2,yes,no,2,5,1,146,6,999,0,3,1.1,93.994,-36.4,4.857,5191,no
35,2,2,3,3,yes,no,2,7,4,19,1,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
36,1,2,5,2,no,no,1,5,2,65,1,999,1,2,-1.8,92.893,-46.2,1.266,5099.1,no
29,6,1,5,2,yes,yes,1,11,4,281,2,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
24,9,2,5,2,no,no,1,7,2,114,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
47,1,1,5,2,yes,no,1,6,1,243,4,999,0,3,-2.9,92.963,-40.8,1.281,5076.2,yes
32,2,2,1,2,no,yes,1,5,4,80,4,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
34,6,1,6,2,no,no,1,8,1,468,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
34,1,1,5,2,no,no,1,5,5,101,4,999,1,2,-1.8,92.893,-46.2,1.25,5099.1,no
39,6,2,6,2,no,no,2,6,2,83,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
47,2,2,3,2,yes,yes,1,5,3,74,6,999,2,2,-1.8,92.893,-46.2,1.334,5099.1,no
32,6,2,4,2,yes,no,1,5,2,67,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
29,6,1,5,2,yes,no,1,7,3,438,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
57,10,2,5,2,yes,no,2,6,5,12,5,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
49,7,2,4,2,no,no,1,11,3,582,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
42,6,2,6,3,yes,no,1,7,4,721,10,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
29,1,1,5,3,yes,no,1,8,5,142,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
34,6,2,6,2,yes,yes,2,5,5,224,3,999,0,3,1.1,93.994,-36.4,4.855,5191,no
51,4,3,5,2,yes,no,1,5,1,212,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
47,2,3,3,2,no,no,1,5,2,295,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
53,6,2,6,2,yes,no,2,3,1,247,5,999,2,2,-1.8,93.369,-34.8,0.646,5008.7,no
28,6,2,3,2,yes,no,1,7,1,236,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
27,6,1,5,2,yes,no,1,10,3,184,1,999,1,2,-1.1,94.601,-49.5,1.043,4963.6,yes
23,1,1,5,2,yes,no,1,7,3,104,1,999,2,2,-1.7,94.215,-40.3,0.881,4991.6,no
30,9,1,4,2,no,no,1,8,4,200,1,999,1,2,-1.7,94.027,-38.3,0.904,4991.6,no
42,2,2,2,2,yes,no,1,5,3,172,1,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
38,1,1,5,2,yes,no,2,6,3,190,2,999,0,3,1.4,94.465,-41.8,4.962,5228.1,no
29,1,2,5,2,yes,yes,1,4,1,245,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
44,8,2,1,2,yes,no,1,5,3,31,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
45,7,1,3,2,yes,no,1,11,4,165,3,999,1,2,-0.1,93.2,-42,4.076,5195.8,no
51,7,2,5,3,no,yes,2,6,4,93,1,999,0,3,1.4,94.465,-41.8,4.955,5228.1,no
28,3,2,4,2,yes,yes,2,5,1,114,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
29,6,2,5,2,yes,yes,1,8,3,94,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
28,6,1,6,2,yes,no,1,4,4,477,2,999,1,2,-1.8,93.075,-47.1,1.483,5099.1,no
29,6,1,6,2,yes,no,1,5,3,231,2,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
40,1,1,4,3,yes,no,2,6,1,142,3,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
43,2,2,1,2,yes,no,1,5,1,221,2,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,no
54,7,2,5,2,no,yes,1,7,2,218,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
42,1,2,5,2,yes,no,1,5,1,370,5,999,0,3,-1.8,92.893,-46.2,1.354,5099.1,no
55,3,2,4,2,no,no,1,5,1,336,1,999,1,2,-1.8,92.893,-46.2,1.244,5099.1,no
49,2,1,1,3,no,no,1,7,3,121,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
52,3,2,6,3,yes,yes,1,8,1,84,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
32,1,2,4,2,no,no,1,8,5,52,8,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
23,1,1,5,2,yes,yes,2,7,1,69,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
34,6,2,6,2,yes,yes,1,11,4,42,7,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
36,3,2,4,2,no,no,1,7,3,98,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
54,1,1,5,3,no,no,1,8,4,218,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
39,3,3,3,2,yes,no,2,5,4,51,1,999,0,3,1.1,93.994,-36.4,4.86,5191,no
50,8,3,1,2,no,no,2,9,2,57,1,999,0,3,-1.1,94.199,-37.5,0.877,4963.6,no
30,3,1,4,2,yes,no,1,6,1,181,2,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,yes
27,2,2,3,2,no,yes,2,5,4,1170,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
32,1,3,5,2,yes,no,2,5,4,147,4,999,0,3,1.1,93.994,-36.4,4.86,5191,no
54,6,2,5,3,no,no,2,6,1,71,4,999,0,3,1.4,94.465,-41.8,4.96,5228.1,no
50,2,2,6,3,yes,no,1,5,4,157,1,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
26,1,1,5,2,yes,no,1,9,2,355,1,999,1,2,-1.1,94.199,-37.5,0.881,4963.6,no
45,1,1,5,2,yes,no,1,8,3,99,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
28,6,2,4,2,no,no,2,5,2,180,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
28,2,1,1,2,yes,no,2,5,1,101,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
50,6,2,6,2,no,no,2,5,5,121,2,999,0,3,1.1,93.994,-36.4,4.859,5191,no
31,2,2,2,2,yes,no,2,6,5,55,12,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
34,1,1,5,2,no,no,1,8,5,114,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,no
56,2,2,1,3,no,no,1,7,2,368,5,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
29,4,2,1,2,no,no,1,7,2,103,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
58,1,2,5,2,no,no,1,8,3,233,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,no
46,2,2,1,2,no,no,1,5,1,471,3,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,no
35,2,3,3,2,no,yes,2,5,2,131,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
34,7,2,5,3,yes,no,1,5,4,281,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,no
39,1,1,4,2,no,no,1,4,5,297,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
40,7,2,8,2,yes,no,1,11,4,165,1,999,1,2,-0.1,93.2,-42,4.076,5195.8,no
40,1,2,5,2,yes,yes,1,8,2,117,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
54,2,2,1,3,yes,yes,1,7,4,71,5,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
25,1,1,5,2,no,no,2,6,1,94,2,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,no
40,11,2,6,2,yes,no,1,9,5,155,3,999,0,3,-3.4,92.379,-29.8,0.773,5017.5,no
49,2,2,1,3,no,no,2,6,4,67,3,999,0,3,1.4,94.465,-41.8,4.958,5228.1,no
41,1,2,8,2,yes,no,1,9,4,228,1,999,1,2,-1.1,94.199,-37.5,0.879,4963.6,no
32,1,2,4,2,no,no,1,7,1,549,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
44,1,3,5,2,no,no,2,6,5,39,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,no
41,1,2,5,2,no,no,1,7,1,1360,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,yes
30,6,1,5,2,yes,yes,1,8,2,433,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
27,2,1,3,2,yes,no,1,5,2,352,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
41,2,2,1,2,yes,no,2,5,3,152,3,999,0,3,1.1,93.994,-36.4,4.856,5191,no
36,2,2,3,3,yes,no,2,5,3,38,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
54,4,2,6,2,yes,yes,1,11,2,134,1,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
30,2,1,6,2,no,no,1,5,2,165,1,999,1,2,-1.8,93.876,-40,0.668,5008.7,no
25,9,1,8,3,yes,no,1,8,5,81,1,999,1,2,-2.9,92.201,-31.4,0.825,5076.2,no
42,7,2,4,2,no,no,1,11,4,59,2,999,0,3,-0.1,93.2,-42,4.076,5195.8,no
36,3,3,3,2,yes,no,1,5,2,255,2,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,no
45,1,2,5,3,yes,no,2,5,2,99,6,999,0,3,1.1,93.994,-36.4,4.857,5191,no
38,6,2,5,3,no,no,2,5,4,257,2,999,0,3,1.1,93.994,-36.4,4.855,5191,no
38,1,1,6,2,no,no,2,5,1,160,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
34,2,2,1,2,no,no,2,6,5,78,2,999,0,3,1.4,94.465,-41.8,4.967,5228.1,no
44,1,2,3,3,no,no,1,5,3,217,3,999,1,2,-1.8,92.893,-46.2,1.334,5099.1,no
37,3,1,3,2,no,no,1,5,2,37,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
39,2,1,3,2,no,no,2,5,2,650,3,999,0,3,1.1,93.994,-36.4,4.856,5191,yes
57,1,2,5,2,no,no,1,7,1,230,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
34,6,2,6,3,yes,no,1,7,3,64,4,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
25,1,2,8,2,no,no,2,6,1,112,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
52,1,2,4,2,yes,no,1,4,4,152,2,999,1,2,-1.8,93.075,-47.1,1.435,5099.1,no
23,6,1,4,2,no,no,1,5,4,104,1,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,no
57,6,2,1,3,no,no,2,5,2,101,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
50,1,2,5,2,no,no,1,11,5,206,1,999,0,3,-0.1,93.2,-42,4.021,5195.8,no
46,6,2,6,2,no,yes,2,6,1,63,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,no
43,2,1,1,3,no,no,2,5,3,339,3,999,0,3,1.1,93.994,-36.4,4.858,5191,no
38,7,3,5,2,no,no,1,11,1,136,2,999,1,2,-0.1,93.2,-42,4.191,5195.8,no
53,1,1,2,2,yes,yes,2,5,1,148,2,999,0,3,1.1,93.994,-36.4,4.857,5191,no
28,3,2,4,2,no,no,1,7,2,289,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
25,2,1,3,2,yes,no,2,5,3,155,1,999,0,3,1.1,93.994,-36.4,4.859,5191,no
56,3,3,4,3,no,no,2,5,4,311,5,999,0,3,1.1,93.994,-36.4,4.86,5191,no
56,6,2,5,3,no,no,1,7,1,17,19,999,0,3,1.4,93.918,-42.7,4.96,5228.1,no
33,3,1,4,2,yes,no,2,6,4,326,5,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
31,8,1,6,3,yes,yes,1,8,2,213,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,no
48,1,3,5,2,no,no,1,8,4,544,1,999,0,3,-1.7,94.027,-38.3,0.904,4991.6,yes
45,5,3,5,2,yes,yes,2,6,1,173,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
24,2,2,3,2,yes,no,1,10,5,160,1,999,0,3,-3.4,92.431,-26.9,0.72,5017.5,no
33,2,2,3,2,yes,yes,1,5,2,341,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,no
38,1,2,4,3,no,no,2,4,1,121,4,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
48,8,2,1,3,no,yes,1,8,1,148,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,no
28,4,2,3,3,no,no,1,5,5,22,5,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,no
29,1,2,5,2,yes,yes,2,6,3,281,3,999,0,3,1.4,94.465,-41.8,4.958,5228.1,no
38,2,2,2,2,no,no,2,5,1,177,3,999,0,3,1.1,93.994,-36.4,4.857,5191,no
18,9,1,8,2,yes,yes,2,8,3,297,1,999,0,3,-1.7,94.027,-38.3,0.9,4991.6,no
31,11,2,3,2,yes,no,2,5,3,43,1,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,no
34,2,2,3,2,yes,no,1,7,3,487,5,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
38,1,2,5,2,yes,no,2,6,2,43,9,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
57,1,1,4,2,yes,no,2,5,1,26,5,12,1,1,-1.8,92.893,-46.2,1.244,5099.1,no
35,6,3,8,2,yes,yes,2,5,3,432,1,999,0,3,1.1,93.994,-36.4,4.856,5191,no
77,10,3,6,2,no,no,1,8,1,258,1,999,0,3,-1.7,94.027,-38.3,0.898,4991.6,no
29,2,1,3,3,yes,yes,1,7,2,532,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
46,7,2,5,2,no,yes,1,7,5,153,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,no
21,9,1,4,2,yes,yes,1,6,3,286,2,999,0,3,-1.7,94.055,-39.8,0.767,4991.6,yes
43,7,2,5,2,no,no,1,8,1,75,1,999,0,3,-2.9,92.201,-31.4,0.861,5076.2,no
43,1,2,3,3,no,no,1,7,4,294,2,999,0,3,1.4,93.918,-42.7,4.958,5228.1,no
31,6,2,5,2,no,no,1,10,2,146,2,12,3,2,-1.1,94.601,-49.5,0.982,4963.6,no
39,9,1,8,2,yes,no,2,6,2,367,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
44,6,1,5,2,no,yes,1,7,5,228,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,no
32,3,1,4,2,yes,no,1,5,3,53,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
43,5,1,4,3,no,no,1,5,3,79,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
48,3,2,4,2,no,no,2,9,2,11,1,999,0,3,-1.1,94.199,-37.5,0.881,4963.6,no
28,2,1,2,2,no,no,2,5,5,557,1,999,0,3,1.1,93.994,-36.4,4.855,5191,no
36,2,2,3,2,yes,yes,1,5,3,55,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
52,5,3,3,2,yes,no,1,11,4,26,5,999,1,2,-0.1,93.2,-42,4.076,5195.8,no
34,3,1,4,2,yes,no,1,5,4,541,3,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
37,1,2,4,2,yes,no,2,5,1,115,4,999,0,3,1.1,93.994,-36.4,4.857,5191,no
25,1,1,5,2,no,no,1,5,3,101,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,no
48,6,3,6,2,no,no,1,8,2,69,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,no
36,5,1,6,2,yes,no,2,5,1,113,4,999,0,3,1.1,93.994,-36.4,4.857,5191,no
27,6,1,6,2,no,no,2,5,2,148,1,999,0,3,1.1,93.994,-36.4,4.857,5191,no
34,2,2,3,2,yes,no,1,4,1,151,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,no
42,3,2,4,2,yes,yes,2,4,5,73,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
37,2,2,3,3,yes,no,1,7,4,117,1,999,0,3,1.4,93.918,-42.7,4.958,5228.1,no
41,2,2,3,3,no,no,2,6,4,142,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,no
51,2,2,3,3,yes,no,1,11,2,62,1,999,0,3,-0.1,93.2,-42,4.153,5195.8,no
27,1,2,4,3,no,no,1,7,4,84,3,999,0,3,1.4,93.918,-42.7,4.968,5228.1,no
35,1,1,5,2,yes,no,1,7,5,199,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,no
31,3,3,4,2,yes,yes,1,11,1,90,1,999,0,3,-0.1,93.2,-42,4.191,5195.8,no
31,2,1,3,2,yes,no,2,9,1,5,1,999,0,3,-1.1,94.199,-37.5,0.879,4963.6,no
31,2,2,3,2,no,no,2,7,2,280,6,999,0,3,1.4,93.918,-42.7,4.961,5228.1,no
64,12,2,8,2,yes,no,2,8,5,239,4,999,0,3,-1.7,94.027,-38.3,0.905,4991.6,yes
33,7,2,5,2,yes,no,1,5,2,35,6,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,no
41,2,2,1,3,yes,no,1,4,5,150,2,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
34,1,1,4,2,no,no,2,6,2,423,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,no
41,1,2,3,2,yes,no,1,11,3,135,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
36,2,2,2,2,yes,no,1,11,3,70,1,999,0,3,-0.1,93.2,-42,4.12,5195.8,no
